Timestamp,Age,Gender,City,How would you rate the overall cleanliness of the public toilets you have used in the past month?,How safe do you feel when using public toilets ?,What features would you like to see in public toilets to make them more comfortable and convenient? ,"Do you have public services like buses, parks , or libraries?","How often do you use public transportation (buses, trains,etc.)?",How satisfied are you with the public transportation in your area?,What changes would you like to see in public transportation?,Do you visit parks in your area?,What would make you more likely to visit local parks?,Which park amenities are most important to you?,What is the most significant issue or concern you face when visiting local parks? ,Do you feel safe using public transportation in your area?,Are there any new service you'd like to see in local parks? ,How satisfied are you with the services and resources offered by local libraries?, How often do you visit the library?,How satisfied are you with local public services overall?,What types of programs or services would you like to see offered at local libraries?, Do you have any suggestions for improving local public services?
35:26.4,36-50 years,Male,kanakapura,Poor,Very safe,Comfortable seating areas,No,A few times a week,Unsatisfied,"Cleaner, more comfortable vehicles",Yes,More amenities,Sports facilities,Crowding and noise,Sometimes,Electric vehicle charging stations,Very Satisfied,Quarterly,Neutral,"DIY workshop(crafting,painting)",Invest in technology
35:27.2,18-35 years,Female,mysuru,Excellent,Neutral,Accessible facilities for people with disabilities,Yes,Once a week,Very unsatisfied,Reduced fares or free transfers,No,Better maintenance and cleanliness,Walking trails,Maintenance and cleanliness,No,Electric vehicle charging stations,Neutral,Rarely,Satisfied,Language learning programs,Improve customer service
35:42.2,10-18 years,Male,palamaner,Poor,Somewhat safe,Baby-changing facilities,Yes,Never,Neutral,Reduced fares or free transfers,Yes,Increased programming and events,Walking trails,Lack of amenities,Yes,Electric vehicle charging stations,Dissatisfied,Never,Neutral,"DIY workshop(crafting,painting)",Invest in technology
35:42.8,18-35 years,Female,Hyderabad,Fair,Very safe,Free Wi-Fi,Yes,A few times a week,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Picnic area,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Monthly,Neutral,Language learning programs,Invest in technology
36:04.9,36-50 years,Female,Bengaluru,Good,Somewhat unsafe,Comfortable seating areas,Yes,Never,Unsatisfied,Reduced fares or free transfers,Yes,More amenities,Sports facilities,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Satisfied,Quarterly,Very Satisfied,Language learning programs,Improve customer service
36:05.7,18-35 years,Female,chennai,Good,Somewhat safe,Accessible facilities for people with disabilities,No,A few times a week,Unsatisfied,"Cleaner, more comfortable vehicles",Sometimes,Increased programming and events,Picnic area,Accessibility and inclusivity,No,Sports equipment rentals,Very Satisfied,Monthly,Neutral,E book access,Improve customer service
55:26.1,18-35 years,Female,mysuru,Fair,Somewhat unsafe,Free Wi-Fi,No,Once a week,Very satisfied,Reduced fares or free transfers,No,Increased programming and events,Sports facilities,Maintenance and cleanliness,Sometimes,Electric vehicle charging stations,Satisfied,Weekly,Neutral,"DIY workshop(crafting,painting)",Invest in technology
55:26.6,18-35 years,Female,chennai,Fair,Neutral,Free Wi-Fi,Yes,Once a week,Very satisfied,Increased safety and security,No,Improved lighting and safety,Picnic area,Maintenance and cleanliness,No,Electric vehicle charging stations,Neutral,Rarely,Neutral,E book access,Improve customer service
55:37.9,51-70 years,Female,Andhra pradesh,Good,Somewhat safe,Baby-changing facilities,No,A few times a week,Very satisfied,"Cleaner, more comfortable vehicles",No,Better maintenance and cleanliness,Walking trails,Lack of amenities,Sometimes,Sports equipment rentals,Neutral,Never,Neutral,E book access,Invest in technology
55:38.8,51-70 years,Male,mysuru,Fair,Somewhat safe,Free Wi-Fi,No,A few times a week,Very satisfied,Increased safety and security,Yes,More amenities,Restrooms,Lack of amenities,Sometimes,Electric vehicle charging stations,Very dissatisfied,Quarterly,Neutral,E book access,Enhance community engagement
56:04.1,10-18 years,Female,chennai,Good,Very safe,Comfortable seating areas,Yes,Never,Unsatisfied,"Cleaner, more comfortable vehicles",Yes,Better maintenance and cleanliness,Restrooms,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Very Satisfied,Rarely,Neutral,Language learning programs,Increase transparency
56:04.7,36-50 years,Female,kanakapura,Fair,Very safe,Comfortable seating areas,Yes,A few times a week,Satisfied,Reduced fares or free transfers,Sometimes,More amenities,Picnic area,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Very Satisfied,Quarterly,Satisfied,E book access,Invest in technology
56:20.9,36-50 years,Male,Bengaluru,Poor,Somewhat safe,Baby-changing facilities,No,Everyday,Neutral,Reduced fares or free transfers,No,Improved lighting and safety,Sports facilities,Maintenance and cleanliness,Sometimes,Electric vehicle charging stations,Dissatisfied,Monthly,Very Satisfied,E book access,Enhance community engagement
56:21.5,36-50 years,Female,Bengaluru,Fair,Somewhat safe,Baby-changing facilities,No,A few times a week,Very unsatisfied,"Cleaner, more comfortable vehicles",Yes,Better maintenance and cleanliness,Picnic area,Lack of amenities,No,Electric vehicle charging stations,Very Satisfied,Rarely,Dissatisfied,E book access,Improve customer service
02:15.0,10-18 years,Female,palamaner,Fair,Somewhat unsafe,Free Wi-Fi,Yes,Everyday,Satisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Walking trails,Maintenance and cleanliness,Yes,Public restrooms,Neutral,Monthly,Very Dissatisfied,"DIY workshop(crafting,painting)",Invest in technology
02:15.8,51-70 years,Female,Bengaluru,Poor,Somewhat unsafe,Comfortable seating areas,Yes,A few times a week,Neutral,Increased safety and security,Yes,More amenities,Picnic area,Lack of amenities,Sometimes,Public restrooms,Neutral,Monthly,Very Dissatisfied,"DIY workshop(crafting,painting)",Invest in technology
02:20.9,18-35 years,Female,palamaner,Good,Somewhat safe,Air conditioning or heating,No,A few times a week,Neutral,Increased safety and security,Sometimes,Better maintenance and cleanliness,Walking trails,Safety and security,No,Electric vehicle charging stations,Satisfied,Never,Dissatisfied,Language learning programs,Invest in technology
02:21.5,36-50 years,Male,mysuru,Good,Somewhat safe,Baby-changing facilities,Yes,Everyday,Satisfied,"Cleaner, more comfortable vehicles",Yes,Better maintenance and cleanliness,Sports facilities,Maintenance and cleanliness,No,Sports equipment rentals,Dissatisfied,Weekly,Neutral,"DIY workshop(crafting,painting)",Invest in technology
14:16.0,18-35 years,Female,Hyderabad,Fair,Neutral,Comfortable seating areas,Yes,Everyday,Very satisfied,More frequent buses/trains,No,Increased programming and events,Restrooms,Lack of amenities,Sometimes,Sports equipment rentals,Satisfied,Rarely,Satisfied,E book access,Increase transparency
14:16.7,18-35 years,Female,chennai,Fair,Neutral,Comfortable seating areas,Yes,A few times a week,Neutral,Increased safety and security,No,Improved lighting and safety,Picnic area,Lack of amenities,Yes,Electric vehicle charging stations,Satisfied,Monthly,Dissatisfied,E book access,Enhance community engagement
14:20.6,36-50 years,Male,kanakapura,Good,Somewhat safe,Free Wi-Fi,No,Once a week,Neutral,More frequent buses/trains,Yes,Better maintenance and cleanliness,Playgrounds,Safety and security,No,Electric vehicle charging stations,Satisfied,Rarely,Very Dissatisfied,E book access,Increase transparency
14:21.2,10-18 years,Male,palamaner,Good,Neutral,Comfortable seating areas,Yes,A few times a week,Satisfied,More frequent buses/trains,No,More amenities,Playgrounds,Maintenance and cleanliness,No,Public restrooms,Neutral,Monthly,Neutral,E book access,Increase transparency
14:25.2,51-70 years,Male,Hyderabad,Good,Neutral,Free Wi-Fi,No,Never,Very unsatisfied,Reduced fares or free transfers,No,More amenities,Picnic area,Lack of amenities,No,Public restrooms,Neutral,Rarely,Satisfied,"DIY workshop(crafting,painting)",Enhance community engagement
14:26.1,18-35 years,Male,Bengaluru,Good,Somewhat safe,Comfortable seating areas,No,Once a week,Very unsatisfied,"Cleaner, more comfortable vehicles",Yes,Increased programming and events,Walking trails,Crowding and noise,No,Public restrooms,Very dissatisfied,Monthly,Satisfied,E book access,Increase transparency
14:29.9,36-50 years,Male,palamaner,Excellent,Somewhat unsafe,Baby-changing facilities,Yes,Once a week,Very satisfied,Reduced fares or free transfers,No,Improved lighting and safety,Picnic area,Maintenance and cleanliness,Sometimes,Electric vehicle charging stations,Dissatisfied,Monthly,Very Dissatisfied,E book access,Invest in technology
14:30.4,10-18 years,Male,mysuru,Good,Neutral,Accessible facilities for people with disabilities,Yes,A few times a week,Satisfied,Reduced fares or free transfers,Yes,Better maintenance and cleanliness,Sports facilities,Maintenance and cleanliness,Sometimes,Public restrooms,Dissatisfied,Monthly,Very Satisfied,E book access,Invest in technology
14:40.7,36-50 years,Male,kanakapura,Good,Neutral,Free Wi-Fi,Yes,A few times a week,Neutral,Increased safety and security,No,Increased programming and events,Restrooms,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Neutral,Monthly,Dissatisfied,"DIY workshop(crafting,painting)",Improve customer service
14:41.3,36-50 years,Male,mysuru,Fair,Very unsafe,Baby-changing facilities,No,A few times a week,Unsatisfied,Reduced fares or free transfers,No,Better maintenance and cleanliness,Picnic area,Safety and security,Yes,Electric vehicle charging stations,Very Satisfied,Rarely,Very Dissatisfied,E book access,Improve customer service
14:45.4,51-70 years,Female,kanakapura,Excellent,Neutral,Free Wi-Fi,No,Once a week,Very unsatisfied,"Cleaner, more comfortable vehicles",No,Increased programming and events,Restrooms,Lack of amenities,No,Public restrooms,Dissatisfied,Monthly,Neutral,Language learning programs,Invest in technology
14:46.0,10-18 years,Male,palamaner,Fair,Somewhat safe,Air conditioning or heating,No,A few times a week,Unsatisfied,Increased safety and security,No,Increased programming and events,Walking trails,Maintenance and cleanliness,No,Sports equipment rentals,Neutral,Rarely,Dissatisfied,Language learning programs,Increase transparency
14:55.1,18-35 years,Male,Hyderabad,Poor,Somewhat unsafe,Accessible facilities for people with disabilities,Yes,Once a week,Unsatisfied,More frequent buses/trains,No,More amenities,Walking trails,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Very Satisfied,Monthly,Satisfied,E book access,Enhance community engagement
14:55.8,51-70 years,Male,kanakapura,Good,Somewhat safe,Comfortable seating areas,Yes,Once a week,Neutral,Reduced fares or free transfers,No,Increased programming and events,Walking trails,Maintenance and cleanliness,Yes,Sports equipment rentals,Neutral,Weekly,Neutral,E book access,Increase transparency
14:59.9,51-70 years,Female,kanakapura,Fair,Neutral,Accessible facilities for people with disabilities,No,A few times a week,Unsatisfied,"Cleaner, more comfortable vehicles",No,More amenities,Walking trails,Lack of amenities,No,Public restrooms,Very Satisfied,Monthly,Satisfied,"DIY workshop(crafting,painting)",Improve customer service
15:00.5,36-50 years,Male,Andhra pradesh,Fair,Somewhat unsafe,Baby-changing facilities,No,Everyday,Very satisfied,"Cleaner, more comfortable vehicles",Yes,Better maintenance and cleanliness,Playgrounds,Crowding and noise,No,Electric vehicle charging stations,Neutral,Rarely,Satisfied,"DIY workshop(crafting,painting)",Invest in technology
15:29.4,18-35 years,Male,mysuru,Fair,Somewhat safe,Baby-changing facilities,Yes,Once a week,Neutral,"Cleaner, more comfortable vehicles",No,Increased programming and events,Picnic area,Maintenance and cleanliness,No,Public restrooms,Neutral,Monthly,Neutral,"DIY workshop(crafting,painting)",Invest in technology
15:30.0,51-70 years,Male,mysuru,Fair,Somewhat safe,Free Wi-Fi,No,Never,Satisfied,Reduced fares or free transfers,Yes,More amenities,Walking trails,Accessibility and inclusivity,Yes,Electric vehicle charging stations,Dissatisfied,Rarely,Satisfied,E book access,Improve customer service
50:22.2,36-50 years,Male,Tirupati,Good,Somewhat unsafe,Charging stations for phones and devices,No,A few times a week,Satisfied,Reduced fares or free transfers,Sometimes,Increased programming and events,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Satisfied,Quarterly,Dissatisfied,Language learning programs,Improve customer service
50:22.8,51-70 years,Female,palamaner,Poor,Somewhat unsafe,Charging stations for phones and devices,No,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",Yes,Better maintenance and cleanliness,Sports facilities,Maintenance and cleanliness,Yes,Public restrooms,Very Satisfied,Monthly,Satisfied,Language learning programs,Invest in technology
50:30.5,18-35 years,Female,kanakapura,Good,Neutral,Comfortable seating areas,Yes,Once a week,Satisfied,Increased safety and security,No,Better maintenance and cleanliness,Walking trails,Lack of amenities,No,Sports equipment rentals,Satisfied,Monthly,Dissatisfied,E book access,Improve customer service
50:31.1,51-70 years,Male,palamaner,Fair,Neutral,Comfortable seating areas,No,Once a week,Satisfied,"Cleaner, more comfortable vehicles",No,More amenities,Sports facilities,Lack of amenities,No,Electric vehicle charging stations,Very dissatisfied,Rarely,Neutral,E book access,Improve customer service
51:04.3,36-50 years,Male,Bengaluru,Fair,Somewhat safe,Baby-changing facilities,No,Once a week,Unsatisfied,More frequent buses/trains,No,Better maintenance and cleanliness,Playgrounds,Maintenance and cleanliness,No,Public restrooms,Very dissatisfied,Quarterly,Dissatisfied,E book access,Invest in technology
51:04.9,18-35 years,Female,Andhra pradesh,Fair,Neutral,Accessible facilities for people with disabilities,No,Never,Satisfied,Increased safety and security,No,Improved lighting and safety,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Dissatisfied,Never,Dissatisfied,E book access,Improve customer service
51:13.7,10-18 years,Male,palamaner,Fair,Somewhat safe,Accessible facilities for people with disabilities,Yes,Once a week,Satisfied,Reduced fares or free transfers,No,Better maintenance and cleanliness,Picnic area,Accessibility and inclusivity,Sometimes,Electric vehicle charging stations,Satisfied,Rarely,Very Satisfied,E book access,Improve customer service
51:14.4,36-50 years,Female,chennai,Fair,Neutral,Free Wi-Fi,No,Once a week,Unsatisfied,"Cleaner, more comfortable vehicles",Sometimes,More amenities,Picnic area,Lack of amenities,No,Sports equipment rentals,Satisfied,Never,Dissatisfied,"DIY workshop(crafting,painting)",Improve customer service
51:24.8,36-50 years,Male,Bengaluru,Good,Somewhat unsafe,Baby-changing facilities,Yes,Everyday,Very unsatisfied,Reduced fares or free transfers,No,More amenities,Walking trails,Accessibility and inclusivity,No,Electric vehicle charging stations,Neutral,Monthly,Very Satisfied,E book access,Invest in technology
51:25.4,10-18 years,Male,kanakapura,Poor,Very unsafe,Free Wi-Fi,No,A few times a week,Unsatisfied,More frequent buses/trains,Sometimes,Increased programming and events,Picnic area,Crowding and noise,No,Electric vehicle charging stations,Satisfied,Quarterly,Satisfied,"DIY workshop(crafting,painting)",Improve customer service
56:28.3,18-35 years,Male,mysuru,Good,Very unsafe,Baby-changing facilities,No,Never,Satisfied,Reduced fares or free transfers,Yes,Increased programming and events,Picnic area,Crowding and noise,No,Sports equipment rentals,Very Satisfied,Never,Very Dissatisfied,E book access,Invest in technology
